county,state,date,cases,deaths,new_cases,new_deaths
Riverside,California,3/2/20,0,0,0,0
Sacramento,California,3/2/20,3,0,0,0
San Bernardino,California,3/2/20,0,0,0,0
Santa Barbara,California,3/2/20,0,0,0,0
Santa Clara,California,3/2/20,9,0,2,0
Shasta,California,3/2/20,0,0,0,0
Tuolumne,California,3/2/20,0,0,0,0
Alameda,California,3/3/20,2,0,1,0
Butte,California,3/3/20,0,0,0,0
Marin,California,3/3/20,1,0,0,0
Mariposa,California,3/3/20,0,0,0,0
Merced,California,3/3/20,0,0,0,0
Modoc,California,3/3/20,0,0,0,0
Mono,California,3/3/20,0,0,0,0
Orange,California,3/3/20,3,0,2,0
Plumas,California,3/3/20,0,0,0,0
Riverside,California,3/3/20,0,0,0,0
Sacramento,California,3/3/20,3,0,0,0
San Bernardino,California,3/3/20,0,0,0,0
Santa Barbara,California,3/3/20,0,0,0,0
Santa Clara,California,3/3/20,11,0,2,0
Shasta,California,3/3/20,0,0,0,0
Tuolumne,California,3/3/20,0,0,0,0
Alameda,California,3/4/20,2,0,0,0
Butte,California,3/4/20,0,0,0,0
Marin,California,3/4/20,1,0,0,0
Mariposa,California,3/4/20,0,0,0,0
Merced,California,3/4/20,0,0,0,0
Modoc,California,3/4/20,0,0,0,0
Mono,California,3/4/20,0,0,0,0
Orange,California,3/4/20,3,0,0,0
Plumas,California,3/4/20,0,0,0,0
Riverside,California,3/4/20,0,0,0,0
Sacramento,California,3/4/20,3,0,0,0
Santa Barbara,California,3/4/20,0,0,0,0
Santa Clara,California,3/4/20,14,0,3,0
Shasta,California,3/4/20,0,0,0,0
Tuolumne,California,3/4/20,0,0,0,0
Alameda,California,3/5/20,2,0,0,0
Butte,California,3/5/20,0,0,0,0
Marin,California,3/5/20,1,0,0,0
Mariposa,California,3/5/20,0,0,0,0
Merced,California,3/5/20,0,0,0,0
Modoc,California,3/5/20,0,0,0,0
Mono,California,3/5/20,0,0,0,0
Orange,California,3/5/20,3,0,0,0
Plumas,California,3/5/20,0,0,0,0
Riverside,California,3/5/20,0,0,0,0
Sacramento,California,3/5/20,3,0,0,0
San Bernardino,California,3/5/20,0,0,0,0
Santa Barbara,California,3/5/20,0,0,0,0
Santa Clara,California,3/5/20,20,0,6,0
Shasta,California,3/5/20,0,0,0,0
Tuolumne,California,3/5/20,0,0,0,0
Alameda,California,3/6/20,3,0,1,0
Butte,California,3/6/20,0,0,0,0
Marin,California,3/6/20,1,0,0,0
Mariposa,California,3/6/20,0,0,0,0
Merced,California,3/6/20,0,0,0,0
Modoc,California,3/6/20,0,0,0,0
Mono,California,3/6/20,0,0,0,0
Orange,California,3/6/20,3,0,0,0
Plumas,California,3/6/20,0,0,0,0
Riverside,California,3/6/20,0,0,0,0
Sacramento,California,3/6/20,3,0,0,0
San Bernardino,California,3/6/20,0,0,0,0
Santa Barbara,California,3/6/20,0,0,0,0
Santa Clara,California,3/6/20,24,0,4,0
Shasta,California,3/6/20,0,0,0,0
Tuolumne,California,3/6/20,0,0,0,0
Alameda,California,3/7/20,3,0,0,0
Butte,California,3/7/20,0,0,0,0
Marin,California,3/7/20,1,0,0,0
Mariposa,California,3/7/20,0,0,0,0
Merced,California,3/7/20,0,0,0,0
Modoc,California,3/7/20,0,0,0,0
Mono,California,3/7/20,0,0,0,0
Orange,California,3/7/20,3,0,0,0
Plumas,California,3/7/20,0,0,0,0
Riverside,California,3/7/20,1,0,1,0
Sacramento,California,3/7/20,3,0,0,0
San Bernardino,California,3/7/20,0,0,0,0
Santa Barbara,California,3/7/20,0,0,0,0
Santa Clara,California,3/7/20,32,0,8,0
Shasta,California,3/7/20,0,0,0,0
Tuolumne,California,3/7/20,0,0,0,0
Alameda,California,3/8/20,3,0,0,0
Butte,California,3/8/20,0,0,0,0
Marin,California,3/8/20,1,0,0,0
Mariposa,California,3/8/20,0,0,0,0
Merced,California,3/8/20,0,0,0,0
Modoc,California,3/8/20,0,0,0,0
Mono,California,3/8/20,0,0,0,0
Orange,California,3/8/20,3,0,0,0
Plumas,California,3/8/20,0,0,0,0
Riverside,California,3/8/20,1,0,0,0
Sacramento,California,3/8/20,3,0,0,0
San Bernardino,California,3/8/20,0,0,0,0
Santa Barbara,California,3/8/20,0,0,0,0
Santa Clara,California,3/8/20,37,0,5,0
Shasta,California,3/8/20,0,0,0,0
Tuolumne,California,3/8/20,0,0,0,0
Alameda,California,3/9/20,24,0,21,0
Butte,California,3/9/20,0,0,0,0
Marin,California,3/9/20,2,0,1,0
Mariposa,California,3/9/20,0,0,0,0
Merced,California,3/9/20,0,0,0,0
Modoc,California,3/9/20,0,0,0,0
Mono,California,3/9/20,0,0,0,0
Orange,California,3/9/20,5,0,2,0
Plumas,California,3/9/20,0,0,0,0
Riverside,California,3/9/20,4,0,3,0
Sacramento,California,3/9/20,9,0,6,0
San Bernardino,California,3/9/20,0,0,0,0
Santa Barbara,California,3/9/20,0,0,0,0
Santa Clara,California,3/9/20,43,1,6,1
Shasta,California,3/9/20,1,0,1,0
Tuolumne,California,3/9/20,0,0,0,0
Alameda,California,3/10/20,25,0,1,0
Butte,California,3/10/20,0,0,0,0
Marin,California,3/10/20,2,0,0,0
Mariposa,California,3/10/20,0,0,0,0
Merced,California,3/10/20,0,0,0,0
Modoc,California,3/10/20,0,0,0,0
Mono,California,3/10/20,0,0,0,0
Orange,California,3/10/20,5,0,0,0
Plumas,California,3/10/20,0,0,0,0
Riverside,California,3/10/20,4,0,0,0
Sacramento,California,3/10/20,9,1,0,1
San Bernardino,California,3/10/20,0,0,0,0
Santa Barbara,California,3/10/20,0,0,0,0
Santa Clara,California,3/10/20,45,1,2,0
Shasta,California,3/10/20,1,0,0,0
Tuolumne,California,3/10/20,0,0,0,0
Alameda,California,3/11/20,25,0,0,0
Butte,California,3/11/20,0,0,0,0
Marin,California,3/11/20,4,0,2,0
Mariposa,California,3/11/20,0,0,0,0
Merced,California,3/11/20,0,0,0,0
Modoc,California,3/11/20,0,0,0,0
Mono,California,3/11/20,0,0,0,0
Orange,California,3/11/20,6,0,1,0
Plumas,California,3/11/20,0,0,0,0
Riverside,California,3/11/20,4,0,0,0
Sacramento,California,3/11/20,9,1,0,0
Santa Barbara,California,3/11/20,0,0,0,0
Santa Clara,California,3/11/20,48,1,3,0
Shasta,California,3/11/20,1,0,0,0
Tuolumne,California,3/11/20,0,0,0,0
Alameda,California,3/12/20,29,0,4,0
Butte,California,3/12/20,0,0,0,0
Marin,California,3/12/20,4,0,0,0
Mariposa,California,3/12/20,0,0,0,0
Merced,California,3/12/20,0,0,0,0
Modoc,California,3/12/20,0,0,0,0
Mono,California,3/12/20,0,0,0,0
Orange,California,3/12/20,6,0,0,0
Plumas,California,3/12/20,0,0,0,0
Riverside,California,3/12/20,6,0,2,0
Sacramento,California,3/12/20,16,1,7,0
San Bernardino,California,3/12/20,0,0,0,0
Santa Barbara,California,3/12/20,0,0,0,0
Santa Clara,California,3/12/20,66,1,18,0
Shasta,California,3/12/20,1,0,0,0
Tuolumne,California,3/12/20,0,0,0,0
Alameda,California,3/13/20,29,0,0,0
Butte,California,3/13/20,0,0,0,0
Marin,California,3/13/20,4,0,0,0
Mariposa,California,3/13/20,0,0,0,0
Merced,California,3/13/20,0,0,0,0
Modoc,California,3/13/20,0,0,0,0
Mono,California,3/13/20,0,0,0,0
Orange,California,3/13/20,13,0,7,0
Plumas,California,3/13/20,0,0,0,0
Riverside,California,3/13/20,10,0,4,0
Sacramento,California,3/13/20,16,1,0,0
Santa Barbara,California,3/13/20,0,0,0,0
Santa Clara,California,3/13/20,79,2,13,1
Shasta,California,3/13/20,1,0,0,0
Tuolumne,California,3/13/20,0,0,0,0
Alameda,California,3/14/20,29,0,0,0
Butte,California,3/14/20,0,0,0,0
Marin,California,3/14/20,4,0,0,0
Mariposa,California,3/14/20,0,0,0,0
Merced,California,3/14/20,0,0,0,0
Modoc,California,3/14/20,0,0,0,0
Mono,California,3/14/20,0,0,0,0
Orange,California,3/14/20,14,0,1,0
Plumas,California,3/14/20,0,0,0,0
Riverside,California,3/14/20,10,0,0,0
Sacramento,California,3/14/20,28,1,12,0
San Bernardino,California,3/14/20,0,0,0,0
Santa Barbara,California,3/14/20,0,0,0,0
Santa Clara,California,3/14/20,91,2,12,0
Shasta,California,3/14/20,1,0,0,0
Tuolumne,California,3/14/20,0,0,0,0
Alameda,California,3/15/20,37,0,8,0
Butte,California,3/15/20,0,0,0,0
Marin,California,3/15/20,4,0,0,0
Mariposa,California,3/15/20,0,0,0,0
Merced,California,3/15/20,0,0,0,0
Modoc,California,3/15/20,0,0,0,0
Mono,California,3/15/20,0,0,0,0
Orange,California,3/15/20,17,0,3,0
Plumas,California,3/15/20,0,0,0,0
Riverside,California,3/15/20,12,0,2,0
Sacramento,California,3/15/20,32,1,4,0
San Bernardino,California,3/15/20,1,0,1,0
Santa Barbara,California,3/15/20,1,0,1,0
Santa Clara,California,3/15/20,114,2,23,0
Shasta,California,3/15/20,1,0,0,0
Tuolumne,California,3/15/20,0,0,0,0
Alameda,California,3/16/20,40,0,3,0
Butte,California,3/16/20,0,0,0,0
Marin,California,3/16/20,4,0,0,0
Mariposa,California,3/16/20,0,0,0,0
Merced,California,3/16/20,0,0,0,0
Modoc,California,3/16/20,0,0,0,0
Mono,California,3/16/20,0,0,0,0
Orange,California,3/16/20,22,0,5,0
Plumas,California,3/16/20,0,0,0,0
Riverside,California,3/16/20,14,2,2,2
Sacramento,California,3/16/20,32,2,0,1
Santa Barbara,California,3/16/20,1,0,0,0
Santa Clara,California,3/16/20,138,4,24,2
Shasta,California,3/16/20,1,0,0,0
Tuolumne,California,3/16/20,0,0,0,0
Alameda,California,3/17/20,49,0,9,0
Butte,California,3/17/20,0,0,0,0
Marin,California,3/17/20,4,0,0,0
Mariposa,California,3/17/20,0,0,0,0
Merced,California,3/17/20,0,0,0,0
Modoc,California,3/17/20,0,0,0,0
Mono,California,3/17/20,0,0,0,0
Orange,California,3/17/20,29,0,7,0
Plumas,California,3/17/20,0,0,0,0
Riverside,California,3/17/20,16,3,2,1
Sacramento,California,3/17/20,39,2,7,0
San Bernardino,California,3/17/20,3,0,1,0
Santa Barbara,California,3/17/20,2,0,1,0
Santa Clara,California,3/17/20,155,5,17,1
Shasta,California,3/17/20,1,0,0,0
Tuolumne,California,3/17/20,0,0,0,0
Alameda,California,3/18/20,53,0,4,0
Butte,California,3/18/20,0,0,0,0
Marin,California,3/18/20,16,0,12,0
Mariposa,California,3/18/20,0,0,0,0
Merced,California,3/18/20,0,0,0,0
Modoc,California,3/18/20,0,0,0,0
Mono,California,3/18/20,0,0,0,0
Orange,California,3/18/20,42,0,13,0
Plumas,California,3/18/20,0,0,0,0
Riverside,California,3/18/20,16,3,0,0
Sacramento,California,3/18/20,39,2,0,0
Santa Barbara,California,3/18/20,2,0,0,0
Santa Clara,California,3/18/20,175,6,20,1
Shasta,California,3/18/20,1,0,0,0
Tuolumne,California,3/18/20,0,0,0,0
Alameda,California,3/19/20,57,0,4,0
Butte,California,3/19/20,0,0,0,0
Marin,California,3/19/20,25,0,9,0
Mariposa,California,3/19/20,0,0,0,0
Merced,California,3/19/20,0,0,0,0
Modoc,California,3/19/20,0,0,0,0
Mono,California,3/19/20,0,0,0,0
Orange,California,3/19/20,53,0,11,0
Plumas,California,3/19/20,0,0,0,0
Riverside,California,3/19/20,22,3,6,0
Sacramento,California,3/19/20,44,3,5,1
Santa Barbara,California,3/19/20,8,0,6,0
Santa Clara,California,3/19/20,189,6,14,0
Shasta,California,3/19/20,1,0,0,0
Tuolumne,California,3/19/20,0,0,0,0
Alameda,California,3/20/20,67,0,10,0
Butte,California,3/20/20,0,0,0,0
Marin,California,3/20/20,38,0,13,0
Mariposa,California,3/20/20,0,0,0,0
Merced,California,3/20/20,0,0,0,0
Modoc,California,3/20/20,0,0,0,0
Mono,California,3/20/20,0,0,0,0
Orange,California,3/20/20,65,0,12,0
Plumas,California,3/20/20,0,0,0,0
Riverside,California,3/20/20,28,4,6,1
Sacramento,California,3/20/20,52,3,8,0
Santa Barbara,California,3/20/20,9,0,1,0
Santa Clara,California,3/20/20,196,8,7,2
Shasta,California,3/20/20,1,0,0,0
Tuolumne,California,3/20/20,0,0,0,0
Alameda,California,3/21/20,87,0,20,0
Butte,California,3/21/20,1,0,1,0
Marin,California,3/21/20,38,0,0,0
Mariposa,California,3/21/20,0,0,0,0
Merced,California,3/21/20,0,0,0,0
Modoc,California,3/21/20,0,0,0,0
Mono,California,3/21/20,0,0,0,0
Orange,California,3/21/20,78,0,13,0
Plumas,California,3/21/20,0,0,0,0
Riverside,California,3/21/20,30,5,2,1
Sacramento,California,3/21/20,52,3,0,0
San Bernardino,California,3/21/20,9,0,0,0
Santa Barbara,California,3/21/20,17,0,8,0
Santa Clara,California,3/21/20,263,8,67,0
Shasta,California,3/21/20,2,0,1,0
Tuolumne,California,3/21/20,0,0,0,0
Alameda,California,3/22/20,127,0,40,0
Butte,California,3/22/20,2,0,1,0
Marin,California,3/22/20,38,0,0,0
Mariposa,California,3/22/20,0,0,0,0
Merced,California,3/22/20,0,0,0,0
Modoc,California,3/22/20,0,0,0,0
Mono,California,3/22/20,0,0,0,0
Orange,California,3/22/20,95,0,17,0
Plumas,California,3/22/20,0,0,0,0
Riverside,California,3/22/20,45,6,15,1
Sacramento,California,3/22/20,52,3,0,0
Santa Barbara,California,3/22/20,18,0,1,0
Santa Clara,California,3/22/20,303,11,40,3
Shasta,California,3/22/20,2,0,0,0
Tuolumne,California,3/22/20,0,0,0,0
Alameda,California,3/23/20,139,1,12,1
Butte,California,3/23/20,3,0,1,0
Marin,California,3/23/20,47,0,9,0
Mariposa,California,3/23/20,0,0,0,0
Merced,California,3/23/20,0,0,0,0
Modoc,California,3/23/20,0,0,0,0
Mono,California,3/23/20,0,0,0,0
Orange,California,3/23/20,125,0,30,0
Plumas,California,3/23/20,0,0,0,0
Riverside,California,3/23/20,48,6,3,0
Sacramento,California,3/23/20,87,4,35,1
Santa Barbara,California,3/23/20,18,0,0,0
Santa Clara,California,3/23/20,321,11,18,0
Shasta,California,3/23/20,3,0,1,0
Tuolumne,California,3/23/20,0,0,0,0
Alameda,California,3/24/20,151,2,12,1
Butte,California,3/24/20,4,0,1,0
Marin,California,3/24/20,53,0,6,0
Mariposa,California,3/24/20,0,0,0,0
Merced,California,3/24/20,1,0,1,0
Modoc,California,3/24/20,0,0,0,0
Mono,California,3/24/20,2,0,2,0
Orange,California,3/24/20,152,0,27,0
Plumas,California,3/24/20,0,0,0,0
Riverside,California,3/24/20,59,6,11,0
Sacramento,California,3/24/20,87,4,0,0
Santa Barbara,California,3/24/20,24,0,6,0
Santa Clara,California,3/24/20,375,17,54,6
Shasta,California,3/24/20,3,0,0,0
Tuolumne,California,3/24/20,0,0,0,0
Alameda,California,3/25/20,156,2,5,0
Butte,California,3/25/20,4,0,0,0
Marin,California,3/25/20,53,0,0,0
Mariposa,California,3/25/20,0,0,0,0
Merced,California,3/25/20,1,0,0,0
Modoc,California,3/25/20,0,0,0,0
Mono,California,3/25/20,4,0,2,0
Orange,California,3/25/20,187,1,35,1
Plumas,California,3/25/20,0,0,0,0
Riverside,California,3/25/20,107,8,48,2
Sacramento,California,3/25/20,112,5,25,1
Santa Barbara,California,3/25/20,26,0,2,0
Santa Clara,California,3/25/20,459,18,84,1
Shasta,California,3/25/20,3,1,0,1
Tuolumne,California,3/25/20,0,0,0,0
Alameda,California,3/26/20,199,4,43,2
Butte,California,3/26/20,5,0,1,0
Marin,California,3/26/20,65,0,12,0
Mariposa,California,3/26/20,0,0,0,0
Merced,California,3/26/20,4,0,3,0
Modoc,California,3/26/20,0,0,0,0
Mono,California,3/26/20,6,0,2,0
Orange,California,3/26/20,256,1,69,0
Plumas,California,3/26/20,0,0,0,0
Riverside,California,3/26/20,107,8,0,0
Sacramento,California,3/26/20,112,5,0,0
Santa Barbara,California,3/26/20,32,0,6,0
Santa Clara,California,3/26/20,542,20,83,2
Shasta,California,3/26/20,3,1,0,0
Tuolumne,California,3/26/20,0,0,0,0
Alameda,California,3/27/20,241,4,42,0
Butte,California,3/27/20,5,0,0,0
Marin,California,3/27/20,69,1,4,1
Mariposa,California,3/27/20,0,0,0,0
Merced,California,3/27/20,7,0,3,0
Modoc,California,3/27/20,0,0,0,0
Mono,California,3/27/20,8,0,2,0
Orange,California,3/27/20,321,3,65,2
Plumas,California,3/27/20,0,0,0,0
Riverside,California,3/27/20,185,8,78,0
Sacramento,California,3/27/20,164,6,52,1
Santa Barbara,California,3/27/20,47,0,15,0
Santa Clara,California,3/27/20,574,21,32,1
Shasta,California,3/27/20,3,1,0,0
Tuolumne,California,3/27/20,0,0,0,0
Alameda,California,3/28/20,277,6,36,2
Butte,California,3/28/20,5,0,0,0
Marin,California,3/28/20,74,1,5,0
Mariposa,California,3/28/20,0,0,0,0
Merced,California,3/28/20,7,0,0,0
Modoc,California,3/28/20,0,0,0,0
Mono,California,3/28/20,8,0,0,0
Orange,California,3/28/20,321,3,0,0
Plumas,California,3/28/20,0,0,0,0
Riverside,California,3/28/20,185,8,0,0
Sacramento,California,3/28/20,164,6,0,0
San Bernardino,California,3/28/20,64,3,0,0
Santa Barbara,California,3/28/20,64,0,17,0
Santa Clara,California,3/28/20,591,26,17,5
Shasta,California,3/28/20,3,1,0,0
Tuolumne,California,3/28/20,0,0,0,0
Alameda,California,3/29/20,291,6,14,0
Butte,California,3/29/20,5,0,0,0
Marin,California,3/29/20,93,1,19,0
Mariposa,California,3/29/20,0,0,0,0
Merced,California,3/29/20,8,0,1,0
Modoc,California,3/29/20,0,0,0,0
Mono,California,3/29/20,11,0,3,0
Orange,California,3/29/20,431,4,110,1
Plumas,California,3/29/20,0,0,0,0
Riverside,California,3/29/20,195,8,10,0
Sacramento,California,3/29/20,164,6,0,0
San Bernardino,California,3/29/20,111,3,47,0
Santa Barbara,California,3/29/20,68,0,4,0
Santa Clara,California,3/29/20,646,26,55,0
Shasta,California,3/29/20,4,1,1,0
Tuolumne,California,3/29/20,1,0,1,0
Alameda,California,3/30/20,304,7,13,1
Butte,California,3/30/20,8,0,3,0
Marin,California,3/30/20,99,1,6,0
Mariposa,California,3/30/20,0,0,0,0
Merced,California,3/30/20,9,0,1,0
Modoc,California,3/30/20,0,0,0,0
Mono,California,3/30/20,13,0,2,0
Orange,California,3/30/20,464,4,33,0
Plumas,California,3/30/20,0,0,0,0
Riverside,California,3/30/20,291,9,96,1
Sacramento,California,3/30/20,224,7,60,1
Santa Barbara,California,3/30/20,88,0,20,0
Santa Clara,California,3/30/20,848,29,202,3
Shasta,California,3/30/20,6,1,2,0
Tuolumne,California,3/30/20,1,0,0,0
Alameda,California,3/31/20,334,7,30,0
Butte,California,3/31/20,8,0,0,0
Marin,California,3/31/20,102,4,3,3
Mariposa,California,3/31/20,0,0,0,0
Merced,California,3/31/20,10,0,1,0
Modoc,California,3/31/20,0,0,0,0
Mono,California,3/31/20,13,1,0,1
Orange,California,3/31/20,502,7,38,3
Plumas,California,3/31/20,1,0,1,0
Riverside,California,3/31/20,371,13,80,4
Sacramento,California,3/31/20,224,7,0,0
San Bernardino,California,3/31/20,183,6,72,3
Santa Barbara,California,3/31/20,99,0,11,0
Santa Clara,California,3/31/20,890,31,42,2
Shasta,California,3/31/20,6,1,0,0
Tuolumne,California,3/31/20,1,0,0,0
Alameda,California,4/1/20,380,8,46,1
Butte,California,4/1/20,8,0,0,0
Marin,California,4/1/20,108,4,6,0
Mariposa,California,4/1/20,0,0,0,0
Merced,California,4/1/20,10,0,0,0
Modoc,California,4/1/20,0,0,0,0
Mono,California,4/1/20,13,1,0,0
Orange,California,4/1/20,606,10,104,3
Plumas,California,4/1/20,1,0,0,0
Riverside,California,4/1/20,371,13,0,0
Sacramento,California,4/1/20,314,9,90,2
San Bernardino,California,4/1/20,254,6,71,0
Santa Barbara,California,4/1/20,111,0,12,0
Santa Clara,California,4/1/20,956,33,66,2
Shasta,California,4/1/20,7,1,1,0
Tuolumne,California,4/1/20,1,0,0,0
Alameda,California,4/2/20,417,9,37,1
Butte,California,4/2/20,10,0,2,0
Marin,California,4/2/20,118,6,10,2
Mariposa,California,4/2/20,0,0,0,0
Merced,California,4/2/20,16,0,6,0
Modoc,California,4/2/20,0,0,0,0
Mono,California,4/2/20,18,1,5,0
Orange,California,4/2/20,656,13,50,3
Plumas,California,4/2/20,1,0,0,0
Riverside,California,4/2/20,493,14,122,1
Sacramento,California,4/2/20,340,9,26,0
San Bernardino,California,4/2/20,304,8,50,2
Santa Barbara,California,4/2/20,139,1,28,1
Santa Clara,California,4/2/20,1019,37,63,4
Shasta,California,4/2/20,7,1,0,0
Tuolumne,California,4/2/20,1,0,0,0
Alameda,California,4/3/20,464,12,47,3
Butte,California,4/3/20,11,0,1,0
Marin,California,4/3/20,131,6,13,0
Mariposa,California,4/3/20,0,0,0,0
Merced,California,4/3/20,16,0,0,0
Modoc,California,4/3/20,0,0,0,0
Mono,California,4/3/20,19,1,1,0
Orange,California,4/3/20,711,13,55,0
Plumas,California,4/3/20,2,0,1,0
Riverside,California,4/3/20,638,15,145,1
Sacramento,California,4/3/20,389,10,49,1
Santa Barbara,California,4/3/20,152,1,13,0
Santa Clara,California,4/3/20,1094,39,75,2
Shasta,California,4/3/20,11,2,4,1
Tuolumne,California,4/3/20,1,0,0,0
Alameda,California,4/4/20,464,12,0,0
Butte,California,4/4/20,11,0,0,0
Marin,California,4/4/20,137,7,6,1
Mariposa,California,4/4/20,0,0,0,0
Merced,California,4/4/20,16,0,0,0
Modoc,California,4/4/20,0,0,0,0
Mono,California,4/4/20,19,1,0,0
Orange,California,4/4/20,786,14,75,1
Plumas,California,4/4/20,3,0,1,0
Riverside,California,4/4/20,665,18,27,3
Sacramento,California,4/4/20,411,12,22,2
San Bernardino,California,4/4/20,353,13,0,0
Santa Barbara,California,4/4/20,168,1,16,0
Santa Clara,California,4/4/20,1148,40,54,1
Shasta,California,4/4/20,17,2,6,0
Tuolumne,California,4/4/20,1,0,0,0
Alameda,California,4/5/20,587,12,123,0
Butte,California,4/5/20,11,0,0,0
Marin,California,4/5/20,141,7,4,0
Mariposa,California,4/5/20,0,0,0,0
Merced,California,4/5/20,29,1,13,1
Modoc,California,4/5/20,0,0,0,0
Mono,California,4/5/20,19,1,0,0
Orange,California,4/5/20,834,14,48,0
Plumas,California,4/5/20,3,0,0,0
Riverside,California,4/5/20,799,19,134,1
Sacramento,California,4/5/20,441,16,30,4
San Bernardino,California,4/5/20,372,13,19,0
Santa Barbara,California,4/5/20,174,2,6,1
Santa Clara,California,4/5/20,1207,40,59,0
Shasta,California,4/5/20,20,3,3,1
Tuolumne,California,4/5/20,1,0,0,0
Alameda,California,4/6/20,609,13,22,1
Butte,California,4/6/20,12,0,1,0
Marin,California,4/6/20,143,9,2,2
Mariposa,California,4/6/20,0,0,0,0
Merced,California,4/6/20,29,1,0,0
Modoc,California,4/6/20,0,0,0,0
Mono,California,4/6/20,19,1,0,0
Orange,California,4/6/20,882,14,48,0
Plumas,California,4/6/20,3,0,0,0
Riverside,California,4/6/20,946,25,147,6
Sacramento,California,4/6/20,461,18,20,2
San Bernardino,California,4/6/20,530,16,158,3
Santa Barbara,California,4/6/20,192,2,18,0
Santa Clara,California,4/6/20,1224,40,17,0
Shasta,California,4/6/20,21,3,1,0
Tuolumne,California,4/6/20,1,0,0,0
Alameda,California,4/7/20,655,15,46,2
Butte,California,4/7/20,13,0,1,0
Marin,California,4/7/20,148,10,5,1
Mariposa,California,4/7/20,0,0,0,0
Merced,California,4/7/20,34,1,5,0
Modoc,California,4/7/20,0,0,0,0
Mono,California,4/7/20,19,1,0,0
Orange,California,4/7/20,931,15,49,1
Plumas,California,4/7/20,3,0,0,0
Riverside,California,4/7/20,1016,28,70,3
Sacramento,California,4/7/20,524,21,63,3
Santa Barbara,California,4/7/20,218,2,26,0
Santa Clara,California,4/7/20,1285,44,61,4
Shasta,California,4/7/20,23,3,2,0
Tuolumne,California,4/7/20,1,0,0,0
Alameda,California,4/8/20,695,16,40,1
Butte,California,4/8/20,13,0,0,0
Marin,California,4/8/20,149,10,1,0
Mariposa,California,4/8/20,0,0,0,0
Merced,California,4/8/20,40,3,6,2
Modoc,California,4/8/20,0,0,0,0
Mono,California,4/8/20,20,1,1,0
Orange,California,4/8/20,1016,17,85,2
Plumas,California,4/8/20,3,0,0,0
Riverside,California,4/8/20,1179,32,163,4
Sacramento,California,4/8/20,579,22,55,1
San Bernardino,California,4/8/20,641,20,94,3
Santa Barbara,California,4/8/20,228,2,10,0
Santa Clara,California,4/8/20,1380,47,95,3
Shasta,California,4/8/20,24,3,1,0
Tuolumne,California,4/8/20,1,0,0,0
Alameda,California,4/9/20,734,17,39,1
Butte,California,4/9/20,13,0,0,0
Marin,California,4/9/20,154,10,5,0
Mariposa,California,4/9/20,0,0,0,0
Merced,California,4/9/20,40,3,0,0
Modoc,California,4/9/20,0,0,0,0
Mono,California,4/9/20,20,1,0,0
Orange,California,4/9/20,1079,17,63,0
Plumas,California,4/9/20,3,0,0,0
Riverside,California,4/9/20,1280,33,101,1
Sacramento,California,4/9/20,612,22,33,0
San Bernardino,California,4/9/20,729,24,88,4
Santa Barbara,California,4/9/20,243,2,15,0
Santa Clara,California,4/9/20,1442,48,62,1
Shasta,California,4/9/20,24,3,0,0
Tuolumne,California,4/9/20,1,0,0,0
Alameda,California,4/10/20,766,20,32,3
Butte,California,4/10/20,14,0,1,0
Marin,California,4/10/20,154,10,0,0
Mariposa,California,4/10/20,0,0,0,0
Merced,California,4/10/20,59,3,19,0
Modoc,California,4/10/20,0,0,0,0
Mono,California,4/10/20,21,1,1,0
Orange,California,4/10/20,1138,17,59,0
Plumas,California,4/10/20,4,0,1,0
Riverside,California,4/10/20,1350,39,70,6
Sacramento,California,4/10/20,652,24,40,2
San Bernardino,California,4/10/20,810,25,81,1
Santa Barbara,California,4/10/20,260,2,17,0
Santa Clara,California,4/10/20,1484,50,42,2
Shasta,California,4/10/20,24,3,0,0
Tuolumne,California,4/10/20,1,0,0,0
Alameda,California,4/11/20,827,21,61,1
Butte,California,4/11/20,14,0,0,0
Marin,California,4/11/20,153,10,-1,0
Mariposa,California,4/11/20,0,0,0,0
Merced,California,4/11/20,64,3,5,0
Modoc,California,4/11/20,0,0,0,0
Mono,California,4/11/20,21,1,0,0
Orange,California,4/11/20,1221,18,83,1
Plumas,California,4/11/20,4,0,0,0
Riverside,California,4/11/20,1431,41,81,2
Sacramento,California,4/11/20,699,26,47,2
Santa Barbara,California,4/11/20,264,2,4,0
Santa Clara,California,4/11/20,1566,52,82,2
Shasta,California,4/11/20,24,3,0,0
Tuolumne,California,4/11/20,1,0,0,0
Alameda,California,4/12/20,864,23,37,2
Butte,California,4/12/20,14,0,0,0
Marin,California,4/12/20,164,10,11,0
Mariposa,California,4/12/20,0,0,0,0
Merced,California,4/12/20,65,3,1,0
Modoc,California,4/12/20,0,0,0,0
Mono,California,4/12/20,23,1,2,0
Orange,California,4/12/20,1277,19,56,1
Plumas,California,4/12/20,4,0,0,0
Riverside,California,4/12/20,1619,41,188,0
Sacramento,California,4/12/20,707,26,8,0
San Bernardino,California,4/12/20,887,31,77,6
Santa Barbara,California,4/12/20,267,2,3,0
Santa Clara,California,4/12/20,1621,54,55,2
Shasta,California,4/12/20,24,3,0,0
Tuolumne,California,4/12/20,1,0,0,0
Alameda,California,4/13/20,907,23,43,0
Butte,California,4/13/20,15,0,1,0
Marin,California,4/13/20,170,10,6,0
Mariposa,California,4/13/20,0,0,0,0
Merced,California,4/13/20,69,3,4,0
Modoc,California,4/13/20,0,0,0,0
Mono,California,4/13/20,23,1,0,0
Orange,California,4/13/20,1283,19,6,0
